TI=0.05 | U_mean=4.00 | Ct_used=0.92 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_4_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
5.53 3.80 0.37 0.12 0.15 0.07
5.54 3.80 0.37 0.12 0.14 0.07
5.55 3.79 0.37 0.12 0.12 0.07
5.56 3.79 0.37 0.12 0.10 0.07
5.57 3.79 0.37 0.12 0.08 0.07
5.58 3.79 0.37 0.12 0.07 0.07
5.59 3.80 0.37 0.13 0.05 0.07
5.60 3.80 0.37 0.13 0.03 0.07
5.61 3.81 0.37 0.13 0.01 0.07
5.62 3.82 0.37 0.13 -0.01 0.07
5.63 3.82 0.37 0.13 -0.02 0.07
5.64 3.83 0.37 0.13 -0.04 0.07
5.65 3.84 0.37 0.13 -0.06 0.07
5.66 3.84 0.37 0.13 -0.07 0.07
5.67 3.85 0.37 0.13 -0.09 0.07
5.68 3.85 0.37 0.13 -0.11 0.07
5.69 3.85 0.37 0.13 -0.12 0.07
5.70 3.85 0.37 0.13 -0.14 0.07
5.71 3.84 0.36 0.13 -0.15 0.07
5.72 3.84 0.36 0.13 -0.17 0.07
5.73 3.84 0.36 0.14 -0.18 0.07
5.74 3.83 0.36 0.14 -0.20 0.07
5.75 3.83 0.36 0.14 -0.21 0.07
5.76 3.83 0.36 0.14 -0.23 0.07
5.77 3.83 0.35 0.14 -0.24 0.07
5.78 3.83 0.35 0.14 -0.25 0.07
5.79 3.83 0.35 0.14 -0.26 0.07
5.80 3.83 0.35 0.14 -0.28 0.06
5.81 3.84 0.34 0.14 -0.29 0.06
5.82 3.85 0.34 0.14 -0.30 0.06
5.83 3.86 0.34 0.14 -0.31 0.06
5.84 3.87 0.33 0.14 -0.32 0.06
5.85 3.88 0.33 0.14 -0.33 0.06
5.86 3.89 0.33 0.14 -0.34 0.06
5.87 3.90 0.32 0.14 -0.34 0.06
5.88 3.91 0.32 0.14 -0.35 0.06
5.89 3.92 0.32 0.15 -0.36 0.05
5.90 3.93 0.31 0.15 -0.36 0.05
5.91 3.93 0.31 0.15 -0.37 0.05
5.92 3.94 0.31 0.15 -0.37 0.05
5.93 3.94 0.30 0.15 -0.38 0.05
5.94 3.94 0.30 0.15 -0.38 0.04
5.95 3.94 0.29 0.15 -0.38 0.04
5.96 3.94 0.29 0.15 -0.39 0.04
5.97 3.93 0.29 0.15 -0.39 0.04
5.98 3.92 0.28 0.15 -0.39 0.04
5.99 3.92 0.28 0.15 -0.39 0.03
6.00 3.91 0.27 0.15 -0.39 0.03
6.01 3.91 0.27 0.15 -0.39 0.03
6.02 3.90 0.27 0.15 -0.39 0.03
6.03 3.90 0.26 0.15 -0.39 0.02
6.04 3.90 0.26 0.15 -0.38 0.02
6.05 3.90 0.26 0.15 -0.38 0.02
6.06 3.91 0.25 0.15 -0.38 0.02
6.07 3.91 0.25 0.15 -0.37 0.01
6.08 3.92 0.24 0.15 -0.37 0.01
6.09 3.93 0.24 0.15 -0.36 0.01
6.10 3.93 0.24 0.15 -0.36 0.00
6.11 3.94 0.23 0.15 -0.35 0.00
6.12 3.94 0.23 0.15 -0.35 -0.00
6.13 3.94 0.23 0.15 -0.34 -0.00
6.14 3.94 0.22 0.15 -0.33 -0.01
6.15 3.93 0.22 0.15 -0.32 -0.01
6.16 3.92 0.22 0.15 -0.31 -0.01
6.17 3.92 0.21 0.15 -0.31 -0.02
6.18 3.90 0.21 0.15 -0.30 -0.02
6.19 3.89 0.21 0.15 -0.29 -0.02
6.20 3.88 0.20 0.15 -0.28 -0.03
6.21 3.88 0.20 0.15 -0.27 -0.03
6.22 3.87 0.20 0.15 -0.26 -0.03
6.23 3.87 0.20 0.15 -0.25 -0.04
6.24 3.87 0.19 0.15 -0.24 -0.04
6.25 3.88 0.19 0.15 -0.22 -0.05
6.26 3.89 0.19 0.15 -0.21 -0.05
6.27 3.90 0.19 0.15 -0.20 -0.05
6.28 3.90 0.19 0.15 -0.19 -0.06
6.29 3.91 0.18 0.15 -0.18 -0.06
6.30 3.92 0.18 0.15 -0.17 -0.06
6.31 3.92 0.18 0.15 -0.15 -0.07
6.32 3.92 0.18 0.14 -0.14 -0.07
6.33 3.91 0.18 0.14 -0.13 -0.07
6.34 3.89 0.18 0.14 -0.11 -0.08
6.35 3.88 0.18 0.14 -0.10 -0.08
6.36 3.86 0.17 0.14 -0.09 -0.08
6.37 3.83 0.17 0.14 -0.08 -0.09
6.38 3.81 0.17 0.14 -0.07 -0.09
6.39 3.79 0.17 0.14 -0.05 -0.09
6.40 3.76 0.17 0.14 -0.04 -0.10
6.41 3.75 0.17 0.14 -0.03 -0.10
6.42 3.73 0.17 0.14 -0.02 -0.10
6.43 3.72 0.17 0.14 -0.01 -0.11
6.44 3.72 0.17 0.13 0.00 -0.11
6.45 3.71 0.17 0.13 0.01 -0.11
6.46 3.72 0.17 0.13 0.02 -0.12
6.47 3.72 0.17 0.13 0.03 -0.12
6.48 3.73 0.17 0.13 0.04 -0.12
6.49 3.73 0.17 0.13 0.05 -0.13
6.50 3.74 0.17 0.13 0.06 -0.13
6.51 3.74 0.17 0.13 0.07 -0.13
6.52 3.74 0.17 0.12 0.08 -0.13
6.53 3.73 0.18 0.12 0.09 -0.14
6.54 3.73 0.18 0.12 0.10 -0.14
6.55 3.71 0.18 0.12 0.10 -0.14
6.56 3.70 0.18 0.12 0.11 -0.14
6.57 3.68 0.18 0.12 0.12 -0.15
6.58 3.67 0.18 0.12 0.12 -0.15
6.59 3.65 0.18 0.11 0.13 -0.15
6.60 3.64 0.18 0.11 0.14 -0.15
6.61 3.63 0.18 0.11 0.14 -0.16
6.62 3.62 0.19 0.11 0.15 -0.16
6.63 3.61 0.19 0.11 0.15 -0.16
6.64 3.61 0.19 0.11 0.15 -0.16
6.65 3.61 0.19 0.10 0.16 -0.16
6.66 3.61 0.19 0.10 0.16 -0.16
6.67 3.61 0.19 0.10 0.16 -0.17
6.68 3.62 0.20 0.10 0.16 -0.17
6.69 3.62 0.20 0.10 0.16 -0.17
6.70 3.63 0.20 0.10 0.16 -0.17
6.71 3.63 0.20 0.09 0.17 -0.17
6.72 3.64 0.20 0.09 0.17 -0.17
6.73 3.64 0.20 0.09 0.16 -0.17
6.74 3.64 0.21 0.09 0.16 -0.17
6.75 3.64 0.21 0.09 0.16 -0.17
6.76 3.64 0.21 0.09 0.16 -0.17
6.77 3.63 0.21 0.08 0.16 -0.18
6.78 3.63 0.21 0.08 0.16 -0.18
6.79 3.63 0.21 0.08 0.15 -0.18
6.80 3.63 0.21 0.08 0.15 -0.18
6.81 3.62 0.22 0.08 0.14 -0.18
6.82 3.62 0.22 0.08 0.14 -0.18
6.83 3.62 0.22 0.07 0.13 -0.18
6.84 3.62 0.22 0.07 0.13 -0.18
6.85 3.62 0.22 0.07 0.12 -0.18
6.86 3.62 0.22 0.07 0.12 -0.18
6.87 3.62 0.22 0.07 0.11 -0.18
6.88 3.62 0.23 0.07 0.10 -0.17
6.89 3.62 0.23 0.06 0.09 -0.17
6.90 3.62 0.23 0.06 0.09 -0.17
6.91 3.63 0.23 0.06 0.08 -0.17
6.92 3.63 0.23 0.06 0.07 -0.17
6.93 3.63 0.23 0.06 0.06 -0.17
6.94 3.63 0.23 0.05 0.05 -0.17
6.95 3.64 0.23 0.05 0.04 -0.17
6.96 3.64 0.23 0.05 0.03 -0.17
6.97 3.64 0.23 0.05 0.02 -0.17
6.98 3.64 0.23 0.05 0.01 -0.17
6.99 3.64 0.23 0.05 0.00 -0.16
7.00 3.64 0.23 0.04 -0.01 -0.16
7.01 3.64 0.23 0.04 -0.02 -0.16
7.02 3.63 0.23 0.04 -0.03 -0.16
7.03 3.63 0.23 0.04 -0.04 -0.16
7.04 3.62 0.23 0.04 -0.06 -0.16
7.05 3.61 0.23 0.04 -0.07 -0.15
7.06 3.60 0.23 0.04 -0.08 -0.15
7.07 3.59 0.23 0.03 -0.09 -0.15
7.08 3.58 0.23 0.03 -0.10 -0.15
7.09 3.57 0.23 0.03 -0.12 -0.15
7.10 3.57 0.22 0.03 -0.13 -0.14
7.11 3.56 0.22 0.03 -0.14 -0.14
7.12 3.56 0.22 0.03 -0.15 -0.14
7.13 3.55 0.22 0.03 -0.17 -0.14
7.14 3.55 0.22 0.02 -0.18 -0.14
7.15 3.56 0.22 0.02 -0.19 -0.13
7.16 3.56 0.21 0.02 -0.20 -0.13
7.17 3.57 0.21 0.02 -0.22 -0.13
7.18 3.58 0.21 0.02 -0.23 -0.13
7.19 3.59 0.21 0.02 -0.24 -0.13
7.20 3.60 0.21 0.02 -0.25 -0.12
7.21 3.61 0.20 0.01 -0.26 -0.12
7.22 3.62 0.20 0.01 -0.27 -0.12
7.23 3.62 0.20 0.01 -0.29 -0.12
7.24 3.63 0.19 0.01 -0.30 -0.11
7.25 3.63 0.19 0.01 -0.31 -0.11
7.26 3.62 0.19 0.01 -0.32 -0.11
7.27 3.62 0.18 0.01 -0.33 -0.11
7.28 3.61 0.18 0.01 -0.34 -0.10
7.29 3.60 0.18 0.01 -0.34 -0.10
7.30 3.59 0.17 0.00 -0.35 -0.10
7.31 3.58 0.17 0.00 -0.36 -0.10
7.32 3.57 0.17 0.00 -0.37 -0.09
7.33 3.56 0.16 0.00 -0.38 -0.09
7.34 3.55 0.16 0.00 -0.39 -0.09
7.35 3.55 0.16 0.00 -0.39 -0.09
7.36 3.55 0.15 -0.00 -0.40 -0.09
7.37 3.55 0.15 -0.00 -0.41 -0.08
7.38 3.56 0.14 -0.00 -0.41 -0.08
7.39 3.56 0.14 -0.00 -0.42 -0.08
7.40 3.57 0.14 -0.00 -0.42 -0.08
7.41 3.57 0.13 -0.00 -0.43 -0.07
7.42 3.58 0.13 -0.01 -0.43 -0.07
7.43 3.58 0.12 -0.01 -0.44 -0.07
7.44 3.59 0.12 -0.01 -0.44 -0.07
7.45 3.59 0.11 -0.01 -0.44 -0.07
7.46 3.58 0.11 -0.01 -0.44 -0.06
7.47 3.58 0.10 -0.01 -0.44 -0.06
7.48 3.57 0.10 -0.01 -0.45 -0.06
7.49 3.56 0.10 -0.01 -0.45 -0.06
7.50 3.56 0.09 -0.01 -0.45 -0.06
7.51 3.55 0.09 -0.01 -0.45 -0.06
7.52 3.55 0.08 -0.01 -0.44 -0.05
7.53 3.55 0.08 -0.01 -0.44 -0.05
7.54 3.55 0.07 -0.01 -0.44 -0.05
7.55 3.56 0.07 -0.01 -0.44 -0.05
7.56 3.56 0.06 -0.01 -0.43 -0.05
7.57 3.57 0.06 -0.01 -0.43 -0.05
7.58 3.59 0.06 -0.01 -0.43 -0.04
7.59 3.60 0.05 -0.02 -0.42 -0.04
7.60 3.61 0.05 -0.02 -0.41 -0.04
7.61 3.62 0.04 -0.02 -0.41 -0.04
7.62 3.63 0.04 -0.02 -0.40 -0.04
7.63 3.63 0.04 -0.02 -0.39 -0.04
7.64 3.63 0.03 -0.02 -0.39 -0.04
7.65 3.63 0.03 -0.02 -0.38 -0.04
7.66 3.62 0.02 -0.02 -0.37 -0.03
7.67 3.61 0.02 -0.02 -0.36 -0.03
7.68 3.60 0.02 -0.02 -0.35 -0.03
7.69 3.58 0.01 -0.02 -0.34 -0.03
7.70 3.58 0.01 -0.02 -0.33 -0.03
7.71 3.57 0.01 -0.02 -0.32 -0.03
7.72 3.56 0.00 -0.02 -0.31 -0.03
7.73 3.57 0.00 -0.02 -0.30 -0.03
7.74 3.57 -0.00 -0.02 -0.28 -0.03
7.75 3.58 -0.00 -0.02 -0.27 -0.03
7.76 3.60 -0.01 -0.02 -0.26 -0.03
7.77 3.61 -0.01 -0.02 -0.25 -0.02
7.78 3.63 -0.01 -0.02 -0.23 -0.02
7.79 3.65 -0.01 -0.02 -0.22 -0.02
7.80 3.66 -0.02 -0.02 -0.20 -0.02
7.81 3.67 -0.02 -0.02 -0.19 -0.02
7.82 3.68 -0.02 -0.02 -0.17 -0.02
7.83 3.69 -0.02 -0.02 -0.16 -0.02
7.84 3.69 -0.02 -0.02 -0.14 -0.02
7.85 3.68 -0.02 -0.02 -0.13 -0.02
7.86 3.67 -0.03 -0.02 -0.11 -0.02
7.87 3.66 -0.03 -0.02 -0.10 -0.02
7.88 3.65 -0.03 -0.02 -0.08 -0.02
7.89 3.64 -0.03 -0.02 -0.06 -0.02
7.90 3.63 -0.03 -0.02 -0.05 -0.02
7.91 3.61 -0.03 -0.02 -0.03 -0.02
7.92 3.60 -0.03 -0.02 -0.02 -0.01
7.93 3.60 -0.03 -0.02 -0.00 -0.01
7.94 3.59 -0.03 -0.02 0.01 -0.01
7.95 3.59 -0.03 -0.02 0.03 -0.01
7.96 3.58 -0.03 -0.02 0.05 -0.01
7.97 3.58 -0.03 -0.02 0.06 -0.01
7.98 3.58 -0.03 -0.02 0.08 -0.01
7.99 3.58 -0.03 -0.02 0.09 -0.01
8.00 3.58 -0.03 -0.02 0.11 -0.01
8.01 3.58 -0.03 -0.03 0.12 -0.01
8.02 3.57 -0.02 -0.03 0.13 -0.01
8.03 3.57 -0.02 -0.03 0.15 -0.01
8.04 3.57 -0.02 -0.03 0.16 -0.01
8.05 3.57 -0.02 -0.03 0.18 -0.01
8.06 3.58 -0.02 -0.03 0.19 -0.01
8.07 3.58 -0.02 -0.03 0.20 -0.00
8.08 3.59 -0.01 -0.03 0.22 -0.00
8.09 3.60 -0.01 -0.03 0.23 -0.00
8.10 3.62 -0.01 -0.03 0.24 -0.00
8.11 3.63 -0.01 -0.03 0.25 -0.00
8.12 3.65 -0.00 -0.03 0.27 0.00
8.13 3.67 -0.00 -0.03 0.28 0.00
8.14 3.68 0.00 -0.03 0.29 0.00
8.15 3.69 0.00 -0.03 0.30 0.00
8.16 3.70 0.01 -0.03 0.31 0.00
8.17 3.70 0.01 -0.03 0.32 0.01
8.18 3.70 0.01 -0.03 0.33 0.01
8.19 3.70 0.02 -0.03 0.34 0.01
8.20 3.69 0.02 -0.03 0.35 0.01
8.21 3.67 0.02 -0.03 0.36 0.01
8.22 3.66 0.03 -0.02 0.37 0.01
8.23 3.64 0.03 -0.02 0.38 0.01
8.24 3.63 0.04 -0.02 0.38 0.02
8.25 3.62 0.04 -0.02 0.39 0.02
8.26 3.60 0.04 -0.02 0.39 0.02
8.27 3.60 0.05 -0.02 0.40 0.02
8.28 3.59 0.05 -0.02 0.40 0.02
8.29 3.59 0.06 -0.02 0.41 0.02
8.30 3.59 0.06 -0.02 0.41 0.03
8.31 3.59 0.06 -0.02 0.41 0.03
8.32 3.59 0.07 -0.02 0.42 0.03
8.33 3.59 0.07 -0.02 0.42 0.03
8.34 3.60 0.08 -0.02 0.42 0.03
8.35 3.60 0.08 -0.02 0.42 0.04
8.36 3.59 0.08 -0.02 0.42 0.04
8.37 3.59 0.09 -0.02 0.42 0.04
8.38 3.58 0.09 -0.02 0.42 0.04
8.39 3.58 0.10 -0.02 0.42 0.04
8.40 3.57 0.10 -0.02 0.41 0.05
8.41 3.56 0.11 -0.02 0.41 0.05
8.42 3.55 0.11 -0.02 0.41 0.05
8.43 3.55 0.11 -0.02 0.40 0.05
8.44 3.54 0.12 -0.02 0.40 0.06
8.45 3.54 0.12 -0.02 0.39 0.06
8.46 3.54 0.13 -0.02 0.39 0.06
8.47 3.54 0.13 -0.02 0.38 0.06
8.48 3.55 0.13 -0.02 0.38 0.07
8.49 3.55 0.14 -0.01 0.37 0.07
8.50 3.56 0.14 -0.01 0.36 0.07
8.51 3.56 0.14 -0.01 0.36 0.07
8.52 3.57 0.15 -0.01 0.35 0.08
8.53 3.57 0.15 -0.01 0.34 0.08
8.54 3.57 0.15 -0.01 0.33 0.08
8.55 3.58 0.16 -0.01 0.32 0.09
8.56 3.58 0.16 -0.01 0.31 0.09
8.57 3.58 0.16 -0.01 0.30 0.09
8.58 3.59 0.17 -0.01 0.29 0.09
8.59 3.59 0.17 -0.01 0.28 0.10
8.60 3.60 0.17 -0.01 0.27 0.10
8.61 3.60 0.18 -0.00 0.26 0.10
8.62 3.60 0.18 -0.00 0.25 0.10
8.63 3.61 0.18 -0.00 0.24 0.11
8.64 3.62 0.18 -0.00 0.23 0.11
8.65 3.62 0.19 -0.00 0.22 0.11
8.66 3.63 0.19 0.00 0.21 0.12
8.67 3.63 0.19 0.00 0.20 0.12
8.68 3.63 0.19 0.00 0.19 0.12
8.69 3.63 0.19 0.00 0.18 0.12
8.70 3.63 0.19 0.01 0.17 0.13
8.71 3.63 0.20 0.01 0.16 0.13
8.72 3.63 0.20 0.01 0.14 0.13
8.73 3.62 0.20 0.01 0.13 0.13
8.74 3.62 0.20 0.01 0.12 0.14
8.75 3.62 0.20 0.01 0.11 0.14
8.76 3.61 0.20 0.01 0.10 0.14
8.77 3.61 0.20 0.02 0.09 0.14
8.78 3.61 0.20 0.02 0.08 0.15
8.79 3.61 0.21 0.02 0.06 0.15
8.80 3.62 0.21 0.02 0.05 0.15
8.81 3.62 0.21 0.02 0.04 0.15
8.82 3.62 0.21 0.02 0.03 0.15
8.83 3.62 0.21 0.02 0.02 0.16
8.84 3.63 0.21 0.03 0.01 0.16
8.85 3.63 0.21 0.03 0.00 0.16
8.86 3.63 0.21 0.03 -0.01 0.16
8.87 3.63 0.21 0.03 -0.02 0.16
8.88 3.63 0.21 0.03 -0.03 0.16
8.89 3.63 0.21 0.03 -0.04 0.17
8.90 3.63 0.21 0.04 -0.05 0.17
8.91 3.64 0.21 0.04 -0.05 0.17
8.92 3.64 0.21 0.04 -0.06 0.17
8.93 3.64 0.20 0.04 -0.07 0.17
8.94 3.65 0.20 0.04 -0.08 0.17
8.95 3.65 0.20 0.04 -0.08 0.17
8.96 3.66 0.20 0.05 -0.09 0.17
8.97 3.66 0.20 0.05 -0.10 0.18
8.98 3.66 0.20 0.05 -0.10 0.18
8.99 3.66 0.20 0.05 -0.11 0.18
9.00 3.66 0.20 0.05 -0.11 0.18
9.01 3.66 0.20 0.05 -0.12 0.18
9.02 3.65 0.20 0.06 -0.12 0.18
9.03 3.65 0.19 0.06 -0.13 0.18
9.04 3.64 0.19 0.06 -0.13 0.18
9.05 3.62 0.19 0.06 -0.13 0.18
9.06 3.61 0.19 0.06 -0.14 0.18
9.07 3.60 0.19 0.07 -0.14 0.18
9.08 3.58 0.19 0.07 -0.14 0.18
9.09 3.57 0.19 0.07 -0.14 0.18
9.10 3.56 0.18 0.07 -0.14 0.18
9.11 3.55 0.18 0.07 -0.14 0.18
9.12 3.54 0.18 0.07 -0.15 0.18
9.13 3.53 0.18 0.08 -0.15 0.18
9.14 3.52 0.18 0.08 -0.15 0.18
9.15 3.52 0.18 0.08 -0.15 0.18
9.16 3.51 0.18 0.08 -0.14 0.18
9.17 3.51 0.17 0.08 -0.14 0.17
9.18 3.50 0.17 0.09 -0.14 0.17
9.19 3.50 0.17 0.09 -0.14 0.17
9.20 3.49 0.17 0.09 -0.14 0.17
9.21 3.49 0.17 0.09 -0.13 0.17
9.22 3.48 0.17 0.09 -0.13 0.17
9.23 3.47 0.17 0.09 -0.13 0.17
9.24 3.47 0.17 0.10 -0.12 0.17
9.25 3.47 0.16 0.10 -0.12 0.16
9.26 3.46 0.16 0.10 -0.11 0.16
9.27 3.46 0.16 0.10 -0.11 0.16
9.28 3.47 0.16 0.10 -0.10 0.16
9.29 3.47 0.16 0.10 -0.10 0.16
9.30 3.48 0.16 0.10 -0.09 0.15
9.31 3.49 0.16 0.11 -0.09 0.15
9.32 3.49 0.16 0.11 -0.08 0.15
9.33 3.50 0.16 0.11 -0.07 0.15
9.34 3.51 0.16 0.11 -0.06 0.14
9.35 3.51 0.15 0.11 -0.06 0.14
9.36 3.52 0.15 0.11 -0.05 0.14
9.37 3.52 0.15 0.12 -0.04 0.14
9.38 3.52 0.15 0.12 -0.03 0.13
9.39 3.51 0.15 0.12 -0.02 0.13
9.40 3.51 0.15 0.12 -0.01 0.13
9.41 3.50 0.15 0.12 -0.00 0.13
9.42 3.50 0.15 0.12 0.01 0.12
9.43 3.50 0.15 0.12 0.02 0.12
9.44 3.50 0.15 0.12 0.03 0.12
9.45 3.50 0.15 0.13 0.04 0.11
9.46 3.50 0.15 0.13 0.05 0.11
9.47 3.50 0.15 0.13 0.06 0.11
9.48 3.51 0.16 0.13 0.07 0.10
9.49 3.52 0.16 0.13 0.08 0.10
9.50 3.53 0.16 0.13 0.09 0.10
9.51 3.54 0.16 0.13 0.10 0.09
9.52 3.55 0.16 0.13 0.11 0.09
9.53 3.56 0.16 0.13 0.12 0.09
9.54 3.56 0.16 0.13 0.13 0.08
9.55 3.57 0.16 0.13 0.14 0.08
9.56 3.57 0.16 0.14 0.15 0.08
9.57 3.57 0.17 0.14 0.16 0.07
9.58 3.57 0.17 0.14 0.17 0.07
9.59 3.57 0.17 0.14 0.18 0.07
9.60 3.57 0.17 0.14 0.19 0.06
9.61 3.57 0.17 0.14 0.20 0.06
9.62 3.58 0.18 0.14 0.21 0.06
9.63 3.58 0.18 0.14 0.22 0.05
9.64 3.59 0.18 0.14 0.23 0.05
9.65 3.59 0.18 0.14 0.24 0.05
9.66 3.60 0.18 0.14 0.25 0.04
9.67 3.61 0.19 0.14 0.26 0.04
9.68 3.61 0.19 0.14 0.27 0.04
9.69 3.62 0.19 0.14 0.27 0.03
9.70 3.62 0.19 0.14 0.28 0.03
9.71 3.62 0.20 0.14 0.29 0.03
9.72 3.62 0.20 0.14 0.30 0.02
9.73 3.62 0.20 0.14 0.30 0.02
9.74 3.61 0.21 0.14 0.31 0.02
9.75 3.61 0.21 0.14 0.32 0.02
9.76 3.60 0.21 0.14 0.32 0.01
9.77 3.60 0.22 0.14 0.33 0.01
9.78 3.59 0.22 0.14 0.33 0.01
9.79 3.59 0.22 0.14 0.33 0.00
9.80 3.59 0.23 0.14 0.34 0.00
9.81 3.59 0.23 0.14 0.34 -0.00
9.82 3.60 0.23 0.14 0.34 -0.00
9.83 3.61 0.24 0.14 0.35 -0.01
9.84 3.62 0.24 0.14 0.35 -0.01
9.85 3.63 0.24 0.14 0.35 -0.01
9.86 3.65 0.25 0.14 0.35 -0.02
9.87 3.66 0.25 0.14 0.35 -0.02
9.88 3.67 0.25 0.14 0.35 -0.02
9.89 3.68 0.26 0.14 0.35 -0.02
9.90 3.69 0.26 0.14 0.35 -0.02
9.91 3.69 0.26 0.14 0.35 -0.03
9.92 3.69 0.27 0.14 0.35 -0.03
9.93 3.69 0.27 0.14 0.34 -0.03
9.94 3.68 0.27 0.14 0.34 -0.03
9.95 3.67 0.28 0.14 0.34 -0.04
9.96 3.67 0.28 0.14 0.33 -0.04
9.97 3.65 0.28 0.14 0.33 -0.04
9.98 3.64 0.29 0.14 0.32 -0.04
9.99 3.63 0.29 0.14 0.32 -0.04
10.00 3.62 0.29 0.14 0.31 -0.04
10.01 3.61 0.30 0.14 0.30 -0.05
10.02 3.61 0.30 0.14 0.30 -0.05
10.03 3.60 0.30 0.14 0.29 -0.05
10.04 3.60 0.31 0.14 0.28 -0.05
10.05 3.60 0.31 0.14 0.27 -0.05
10.06 3.61 0.31 0.14 0.26 -0.05
10.07 3.61 0.31 0.14 0.25 -0.05
10.08 3.62 0.32 0.14 0.24 -0.06
10.09 3.62 0.32 0.14 0.23 -0.06
10.10 3.63 0.32 0.13 0.22 -0.06
10.11 3.64 0.32 0.13 0.21 -0.06
10.12 3.64 0.33 0.13 0.20 -0.06
10.13 3.65 0.33 0.13 0.19 -0.06
10.14 3.65 0.33 0.13 0.17 -0.06
10.15 3.65 0.33 0.13 0.16 -0.06
10.16 3.64 0.33 0.13 0.15 -0.06
10.17 3.64 0.33 0.13 0.14 -0.06
10.18 3.63 0.34 0.13 0.12 -0.06
10.19 3.62 0.34 0.13 0.11 -0.06
10.20 3.61 0.34 0.13 0.09 -0.07
10.21 3.60 0.34 0.13 0.08 -0.07
10.22 3.59 0.34 0.13 0.07 -0.07
10.23 3.58 0.34 0.13 0.05 -0.07
10.24 3.57 0.34 0.13 0.04 -0.07
10.25 3.56 0.34 0.13 0.02 -0.07
10.26 3.55 0.34 0.12 0.00 -0.07
10.27 3.55 0.34 0.12 -0.01 -0.07
10.28 3.55 0.34 0.12 -0.03 -0.07
10.29 3.55 0.34 0.12 -0.04 -0.07
10.30 3.55 0.34 0.12 -0.06 -0.07
10.31 3.55 0.34 0.12 -0.07 -0.07
10.32 3.55 0.34 0.12 -0.09 -0.07
10.33 3.55 0.34 0.12 -0.11 -0.07
10.34 3.55 0.34 0.12 -0.12 -0.07
10.35 3.55 0.33 0.12 -0.14 -0.07
10.36 3.54 0.33 0.12 -0.15 -0.07
10.37 3.53 0.33 0.12 -0.17 -0.07
10.38 3.52 0.33 0.12 -0.18 -0.07
10.39 3.51 0.33 0.12 -0.20 -0.07
10.40 3.50 0.33 0.11 -0.22 -0.07
10.41 3.50 0.32 0.11 -0.23 -0.07
10.42 3.49 0.32 0.11 -0.25 -0.07
10.43 3.48 0.32 0.11 -0.26 -0.07
10.44 3.48 0.32 0.11 -0.28 -0.07
10.45 3.48 0.31 0.11 -0.29 -0.07
10.46 3.49 0.31 0.11 -0.30 -0.07
10.47 3.49 0.31 0.11 -0.32 -0.07
10.48 3.50 0.30 0.11 -0.33 -0.07
10.49 3.51 0.30 0.11 -0.34 -0.07
10.50 3.52 0.30 0.11 -0.36 -0.07
10.51 3.53 0.29 0.11 -0.37 -0.07
10.52 3.54 0.29 0.11 -0.38 -0.07
10.53 3.55 0.29 0.11 -0.39 -0.07
10.54 3.55 0.28 0.10 -0.40 -0.07
10.55 3.55 0.28 0.10 -0.41 -0.07
10.56 3.55 0.27 0.10 -0.42 -0.07
10.57 3.55 0.27 0.10 -0.43 -0.07
10.58 3.54 0.26 0.10 -0.44 -0.08
10.59 3.54 0.26 0.10 -0.44 -0.08
10.60 3.54 0.26 0.10 -0.45 -0.08
10.61 3.54 0.25 0.10 -0.46 -0.08
10.62 3.54 0.25 0.10 -0.47 -0.08
10.63 3.54 0.24 0.10 -0.47 -0.08
10.64 3.55 0.24 0.10 -0.48 -0.08
10.65 3.56 0.23 0.10 -0.48 -0.08
10.66 3.58 0.23 0.10 -0.48 -0.08
10.67 3.59 0.22 0.09 -0.49 -0.08
10.68 3.60 0.22 0.09 -0.49 -0.08
10.69 3.61 0.21 0.09 -0.49 -0.08
10.70 3.62 0.21 0.09 -0.49 -0.08
10.71 3.62 0.20 0.09 -0.50 -0.08
10.72 3.62 0.20 0.09 -0.50 -0.09
10.73 3.62 0.19 0.09 -0.49 -0.09
10.74 3.62 0.19 0.09 -0.49 -0.09
10.75 3.61 0.18 0.09 -0.49 -0.09
10.76 3.60 0.18 0.09 -0.49 -0.09
10.77 3.59 0.17 0.09 -0.49 -0.09
10.78 3.58 0.17 0.09 -0.49 -0.09
10.79 3.58 0.16 0.08 -0.48 -0.09
10.80 3.57 0.16 0.08 -0.48 -0.09
10.81 3.56 0.15 0.08 -0.47 -0.10
10.82 3.56 0.15 0.08 -0.47 -0.10
10.83 3.56 0.14 0.08 -0.46 -0.10
10.84 3.56 0.14 0.08 -0.46 -0.10
10.85 3.56 0.14 0.08 -0.45 -0.10
10.86 3.56 0.13 0.08 -0.44 -0.10
10.87 3.56 0.13 0.08 -0.44 -0.10
10.88 3.55 0.12 0.08 -0.43 -0.10
10.89 3.55 0.12 0.07 -0.42 -0.11
10.90 3.54 0.11 0.07 -0.41 -0.11
10.91 3.53 0.11 0.07 -0.40 -0.11
10.92 3.53 0.11 0.07 -0.39 -0.11
10.93 3.52 0.10 0.07 -0.38 -0.11
10.94 3.52 0.10 0.07 -0.37 -0.11
